Project,Month,Accounting,Admin,Architecture Site Engineer,Architecture Technical Office,Commercial,Construction,Construction Engineer,Construction Manager,Contracts,Control,Driver,Electrical Technical Office,Equipment Driver,Equipment Engineer,Finance,Foreman,General Services,HR,HSE,MEP Engineer,MEP Manager,MEP Supervisor,MEP Technician,Maintenance Engineer,Mechanical Technical Office,Project Manager,Purchasing,QS Engineer,Quality,Security,Site Engineer,Store,Supervisor,Surveying,Technical Office,Time Keeping,Workshop
Concrete Batch Plant - Suze,2023-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - Suze,2023-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - Suze,2023-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant - WBWF,2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2021-07-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2021-08-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2021-09-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2021-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2021-11-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2021-12-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-01-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-02-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-03-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-04-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-05-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-08-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-09-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-11-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2022-12-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-10-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Concrete Batch Plant Sokhna,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Creeks Urban K,2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
Creeks Urban K,2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
Creeks Urban K,2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0
Creeks Urban K,2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0
DP World,2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
DP World,2019-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0
DP World,2019-02-01,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,5.0,0.0,0.0
DP World,2019-03-01,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0
DP World,2019-04-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,3.0,6.0,0.0,0.0
DP World,2019-05-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,9.0,2.0,1.0,1.0,0.0,8.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,10.0,2.0,2.0,3.0,7.0,0.0,0.0
DP World,2019-07-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,2.0,1.0,0.0,0.0,11.0,2.0,0.0,6.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,15.0,2.0,3.0,6.0,6.0,3.0,0.0
DP World,2019-08-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,13.0,2.0,1.0,1.0,0.0,11.0,2.0,0.0,6.0,7.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,15.0,2.0,3.0,5.0,7.0,2.0,0.0
DP World,2019-09-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,10.0,2.0,1.0,1.0,0.0,11.0,2.0,0.0,7.0,8.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,15.0,4.0,3.0,5.0,8.0,2.0,0.0
DP World,2019-10-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,10.0,2.0,2.0,1.0,0.0,11.0,3.0,0.0,6.0,8.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,10.0,1.0,15.0,4.0,4.0,7.0,8.0,2.0,0.0
DP World,2019-11-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,10.0,2.0,2.0,1.0,0.0,13.0,4.0,0.0,6.0,7.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,20.0,5.0,4.0,7.0,7.0,2.0,0.0
DP World,2019-12-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,10.0,2.0,2.0,1.0,0.0,16.0,4.0,0.0,6.0,8.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,21.0,5.0,4.0,8.0,8.0,2.0,0.0
DP World,2020-01-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,10.0,2.0,2.0,1.0,0.0,16.0,3.0,0.0,7.0,9.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,21.0,5.0,4.0,8.0,8.0,2.0,0.0
DP World,2020-02-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,10.0,2.0,3.0,1.0,0.0,16.0,3.0,0.0,6.0,8.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,19.0,5.0,4.0,8.0,6.0,1.0,0.0
DP World,2020-03-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,10.0,2.0,4.0,1.0,0.0,16.0,3.0,0.0,6.0,9.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,20.0,4.0,4.0,8.0,7.0,1.0,0.0
DP World,2020-04-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,11.0,2.0,3.0,1.0,0.0,16.0,3.0,0.0,6.0,9.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,13.0,1.0,20.0,3.0,4.0,8.0,7.0,1.0,0.0
DP World,2020-05-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,11.0,2.0,3.0,1.0,0.0,16.0,3.0,0.0,6.0,9.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,20.0,4.0,4.0,8.0,7.0,1.0,0.0
DP World,2020-06-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,11.0,2.0,2.0,1.0,0.0,16.0,3.0,0.0,6.0,9.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,20.0,4.0,4.0,7.0,7.0,1.0,0.0
DP World,2020-07-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,11.0,3.0,2.0,1.0,0.0,16.0,3.0,0.0,6.0,9.0,1.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,19.0,4.0,4.0,7.0,7.0,1.0,0.0
DP World,2020-08-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,10.0,3.0,2.0,1.0,0.0,16.0,4.0,0.0,5.0,9.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,19.0,4.0,4.0,7.0,7.0,1.0,0.0
DP World,2020-09-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,9.0,3.0,2.0,0.0,0.0,15.0,4.0,0.0,5.0,9.0,1.0,6.0,3.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0,18.0,4.0,4.0,6.0,7.0,1.0,0.0
DP World,2020-10-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,10.0,3.0,2.0,0.0,0.0,15.0,3.0,0.0,5.0,8.0,1.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,11.0,1.0,17.0,4.0,4.0,5.0,7.0,1.0,0.0
DP World,2020-11-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,10.0,3.0,2.0,0.0,0.0,15.0,3.0,0.0,5.0,7.0,1.0,6.0,3.0,1.0,2.0,1.0,0.0,0.0,11.0,1.0,18.0,4.0,4.0,5.0,7.0,1.0,0.0
DP World,2020-12-01,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,10.0,2.0,2.0,0.0,0.0,15.0,3.0,0.0,5.0,7.0,1.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,11.0,1.0,18.0,4.0,4.0,5.0,8.0,1.0,0.0
DP World,2021-01-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,9.0,2.0,2.0,0.0,0.0,14.0,3.0,0.0,3.0,7.0,1.0,7.0,2.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,15.0,4.0,4.0,4.0,9.0,1.0,0.0
DP World,2021-02-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,10.0,2.0,2.0,0.0,0.0,14.0,3.0,0.0,3.0,7.0,1.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,15.0,4.0,4.0,3.0,9.0,1.0,0.0
DP World,2021-03-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,2.0,1.0,0.0,0.0,11.0,2.0,0.0,3.0,6.0,1.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,11.0,3.0,4.0,3.0,9.0,1.0,0.0
DP World,2021-04-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,2.0,1.0,0.0,0.0,11.0,2.0,0.0,2.0,6.0,1.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,7.0,1.0,10.0,3.0,4.0,3.0,9.0,1.0,0.0
DP World,2021-05-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,2.0,1.0,0.0,0.0,11.0,2.0,0.0,2.0,5.0,1.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,9.0,2.0,4.0,3.0,8.0,1.0,0.0
DP World,2021-06-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,2.0,1.0,0.0,0.0,8.0,2.0,0.0,2.0,5.0,1.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,8.0,1.0,1.0,2.0,6.0,1.0,0.0
DP World,2021-07-01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,2.0,0.0,0.0,5.0,2.0,0.0,2.0,5.0,2.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,7.0,1.0,1.0,2.0,5.0,1.0,0.0
DP World,2021-08-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,5.0,2.0,1.0,2.0,5.0,1.0,0.0
DP World,2021-09-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,5.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0
DP World,2021-10-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0
DP World,2021-11-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0
